word_segment,instances,prominence
ར་,28,4.017216642754662
ཀྱི་,24,3.443328550932568
,22,3.1563845050215207
མེད,17,2.4390243902439024
ཏུ་,15,2.1520803443328553
ལ་,15,2.1520803443328553
དང༌,14,2.008608321377331
ཤེས་རབ་,13,1.8651362984218076
ཕ་རོལ་,13,1.8651362984218076
སེམས་དཔའ་,13,1.8651362984218076
ས་,11,1.5781922525107603
བུ་,11,1.5781922525107603
བྱང་ཆུབ་,9,1.291248206599713
བཅོམ་ལྡན་འདས་,8,1.1477761836441895
ཕྱིན་པ་,8,1.1477761836441895
རྣམ་པ,8,1.1477761836441895
མེད་པ,8,1.1477761836441895
མ་,7,1.0043041606886656
ཆེན་པོ་,7,1.0043041606886656
དང་,7,1.0043041606886656
ཏེ,7,1.0043041606886656
སོ,7,1.0043041606886656
ཤཱ་རི,7,1.0043041606886656
དེ,6,0.860832137733142
ཟབ་མོ་,6,0.860832137733142
འོ,6,0.860832137733142
གཟུགས་,6,0.860832137733142
ཕྱིན་པ,5,0.7173601147776184
ཚེ་,5,0.7173601147776184
ཡང་,5,0.7173601147776184
འཕགས་པ་,5,0.7173601147776184
སྤྱན་རས་,5,0.7173601147776184
གཟིགས་,5,0.7173601147776184
དབང་ཕྱུག་,5,0.7173601147776184
རིགས་,5,0.7173601147776184
ཀྱང་,5,0.7173601147776184
སྟོང་པ་ཉིད་,5,0.7173601147776184
དུ་,5,0.7173601147776184
མེད་,5,0.7173601147776184
དོ,5,0.7173601147776184
སྔགས,5,0.7173601147776184
སྟོང་པ,4,0.5738880918220948
ཅེས་,4,0.5738880918220948
ལ,4,0.5738880918220948
རྣམས་,4,0.5738880918220948
དེ་ལྟ་བས་ན་,4,0.5738880918220948
ཐམས་ཅད་,4,0.5738880918220948
ག་,4,0.5738880918220948
པཱ་,3,0.430416068866571
མི་,3,0.430416068866571
གཅིག་,3,0.430416068866571
འདི་སྐད་,3,0.430416068866571
ཞེས་,3,0.430416068866571
